zip_code,state_code,state_name,city,time_zone
48630,MI,Michigan,Houghton Lake Heights,America/Detroit
48651,MI,Michigan,Prudenville,America/Detroit
48653,MI,Michigan,Roscommon,America/New_York
48656,MI,Michigan,Saint Helen,America/Detroit
48415,MI,Michigan,Birch Run,America/Detroit
48417,MI,Michigan,Burt,America/Detroit
48601,MI,Michigan,Saginaw,America/Detroit
48602,MI,Michigan,Saginaw,America/Detroit
48603,MI,Michigan,Saginaw,America/Detroit
48604,MI,Michigan,Saginaw,America/Detroit
48605,MI,Michigan,Saginaw,America/Detroit
48606,MI,Michigan,Saginaw,America/Detroit
48607,MI,Michigan,Saginaw,America/Detroit
48608,MI,Michigan,Saginaw,America/Detroit
48609,MI,Michigan,Saginaw,America/Detroit
48614,MI,Michigan,Brant,America/Detroit
48616,MI,Michigan,Chesaning,America/Detroit
48623,MI,Michigan,Freeland,America/New_York
48626,MI,Michigan,Hemlock,America/Detroit
48637,MI,Michigan,Merrill,America/New_York
48649,MI,Michigan,Oakley,America/Detroit
48655,MI,Michigan,Saint Charles,America/Detroit
48663,MI,Michigan,Saginaw,America/Detroit
48722,MI,Michigan,Bridgeport,America/Detroit
48724,MI,Michigan,Carrollton,America/Detroit
48734,MI,Michigan,Frankenmuth,America/Detroit
48787,MI,Michigan,Frankenmuth,America/Detroit
48001,MI,Michigan,Algonac,America/Detroit
48002,MI,Michigan,Allenton,America/Detroit
48004,MI,Michigan,Anchorville,America/Detroit
48006,MI,Michigan,Avoca,America/Detroit
48014,MI,Michigan,Capac,America/Detroit
48022,MI,Michigan,Emmett,America/Detroit
48023,MI,Michigan,Fair Haven,America/Detroit
48027,MI,Michigan,Goodells,America/Detroit
48028,MI,Michigan,Harsens Island,America/Detroit
48032,MI,Michigan,Jeddo,America/Detroit
48039,MI,Michigan,Marine City,America/Detroit
48040,MI,Michigan,Marysville,America/Detroit
48041,MI,Michigan,Memphis,America/New_York
48049,MI,Michigan,North Street,America/Detroit
48054,MI,Michigan,East China,America/Detroit
48059,MI,Michigan,Fort Gratiot,America/Detroit
48060,MI,Michigan,Port Huron,America/Detroit
48061,MI,Michigan,Port Huron,America/Detroit
48063,MI,Michigan,Columbus,America/Detroit
48064,MI,Michigan,Casco,America/Detroit
48074,MI,Michigan,Smiths Creek,America/Detroit
48079,MI,Michigan,Saint Clair,America/Detroit
48097,MI,Michigan,Yale,America/Detroit
49030,MI,Michigan,Burr Oak,America/Detroit
49032,MI,Michigan,Centreville,America/Detroit
49040,MI,Michigan,Colon,America/Detroit
49042,MI,Michigan,Constantine,America/Detroit
49066,MI,Michigan,Leonidas,America/Detroit
49072,MI,Michigan,Mendon,America/Detroit
49075,MI,Michigan,Nottawa,America/Detroit
49091,MI,Michigan,Sturgis,America/Detroit
49093,MI,Michigan,Three Rivers,America/Detroit
49099,MI,Michigan,White Pigeon,America/New_York
48401,MI,Michigan,Applegate,America/Detroit
48410,MI,Michigan,Argyle,America/Detroit
48416,MI,Michigan,Brown City,America/New_York
48419,MI,Michigan,Carsonville,America/Detroit
48422,MI,Michigan,Croswell,America/Detroit
48426,MI,Michigan,Decker,America/Detroit
48427,MI,Michigan,Deckerville,America/Detroit
48434,MI,Michigan,Forestville,America/Detroit
48450,MI,Michigan,Lexington,America/Detroit
48453,MI,Michigan,Marlette,America/Detroit
48454,MI,Michigan,Melvin,America/Detroit
48456,MI,Michigan,Minden City,America/Detroit
48465,MI,Michigan,Palms,America/Detroit
48466,MI,Michigan,Peck,America/Detroit
48469,MI,Michigan,Port Sanilac,America/Detroit
48471,MI,Michigan,Sandusky,America/Detroit
48472,MI,Michigan,Snover,America/Detroit
49817,MI,Michigan,Cooks,America/Detroit
49836,MI,Michigan,Germfask,America/Detroit
49840,MI,Michigan,Gulliver,America/Detroit
49854,MI,Michigan,Manistique,America/Detroit
49883,MI,Michigan,Seney,America/Detroit
48414,MI,Michigan,Bancroft,America/Detroit
48418,MI,Michigan,Byron,America/Detroit
48429,MI,Michigan,Durand,America/New_York
48460,MI,Michigan,New Lothrop,America/New_York
48476,MI,Michigan,Vernon,America/Detroit
48817,MI,Michigan,Corunna,America/Detroit
48841,MI,Michigan,Henderson,America/New_York
48848,MI,Michigan,Laingsburg,America/New_York
48857,MI,Michigan,Morrice,America/Detroit
48867,MI,Michigan,Owosso,America/Detroit
48872,MI,Michigan,Perry,America/New_York
48882,MI,Michigan,Shaftsburg,America/Detroit
48435,MI,Michigan,Fostoria,America/Detroit
48701,MI,Michigan,Akron,America/Detroit
48723,MI,Michigan,Caro,America/Detroit
48726,MI,Michigan,Cass City,America/New_York
48729,MI,Michigan,Deford,America/Detroit
48733,MI,Michigan,Fairgrove,America/Detroit
48735,MI,Michigan,Gagetown,America/Detroit
48736,MI,Michigan,Gilford,America/Detroit
48741,MI,Michigan,Kingston,America/Detroit
48744,MI,Michigan,Mayville,America/New_York
48746,MI,Michigan,Millington,America/Detroit
48757,MI,Michigan,Reese,America/New_York
48758,MI,Michigan,Richville,America/Detroit
48767,MI,Michigan,Unionville,America/Detroit
48768,MI,Michigan,Vassar,America/Detroit
48769,MI,Michigan,Tuscola,America/Detroit
49013,MI,Michigan,Bangor,America/Detroit
49026,MI,Michigan,Bloomingdale,America/Detroit
49027,MI,Michigan,Breedsville,America/Detroit
49043,MI,Michigan,Covert,America/Detroit
49045,MI,Michigan,Decatur,America/Detroit
49055,MI,Michigan,Gobles,America/Detroit
49056,MI,Michigan,Grand Junction,America/Detroit
49057,MI,Michigan,Hartford,America/Detroit
49062,MI,Michigan,Kendall,America/Detroit
49063,MI,Michigan,Lacota,America/Detroit
49064,MI,Michigan,Lawrence,America/Detroit
49065,MI,Michigan,Lawton,America/Detroit
49071,MI,Michigan,Mattawan,America/Detroit
49079,MI,Michigan,Paw Paw,America/Detroit
49090,MI,Michigan,South Haven,America/New_York
48103,MI,Michigan,Ann Arbor,America/Detroit
48104,MI,Michigan,Ann Arbor,America/Detroit
48105,MI,Michigan,Ann Arbor,America/Detroit
48106,MI,Michigan,Ann Arbor,America/Detroit
48107,MI,Michigan,Ann Arbor,America/Detroit
48108,MI,Michigan,Ann Arbor,America/Detroit
48109,MI,Michigan,Ann Arbor,America/Detroit
48113,MI,Michigan,Ann Arbor,America/Detroit
48115,MI,Michigan,Bridgewater,America/Detroit
48118,MI,Michigan,Chelsea,America/Detroit
48130,MI,Michigan,Dexter,America/Detroit
48158,MI,Michigan,Manchester,America/Detroit
48175,MI,Michigan,Salem,America/Detroit
48176,MI,Michigan,Saline,America/Detroit
48189,MI,Michigan,Whitmore Lake,America/Detroit
48190,MI,Michigan,Whittaker,America/Detroit
48191,MI,Michigan,Willis,America/New_York
48197,MI,Michigan,Ypsilanti,America/Detroit
48198,MI,Michigan,Ypsilanti,America/Detroit
48101,MI,Michigan,Allen Park,America/Detroit
48102,MI,Michigan,Allen Park,America/Detroit
48111,MI,Michigan,Belleville,America/Detroit
48112,MI,Michigan,Belleville,America/Detroit
48120,MI,Michigan,Dearborn,America/Detroit
48121,MI,Michigan,Dearborn,America/Detroit
48122,MI,Michigan,Melvindale,America/Detroit
48123,MI,Michigan,Dearborn,America/Detroit
48124,MI,Michigan,Dearborn,America/Detroit
48125,MI,Michigan,Dearborn Heights,America/Detroit
48126,MI,Michigan,Dearborn,America/Detroit
48127,MI,Michigan,Dearborn Heights,America/Detroit
48128,MI,Michigan,Dearborn,America/Detroit
48134,MI,Michigan,Flat Rock,America/Detroit
48135,MI,Michigan,Garden City,America/Detroit
48136,MI,Michigan,Garden City,America/Detroit
48138,MI,Michigan,Grosse Ile,America/Detroit
48141,MI,Michigan,Inkster,America/Detroit
48146,MI,Michigan,Lincoln Park,America/Detroit
48150,MI,Michigan,Livonia,America/Detroit
48151,MI,Michigan,Livonia,America/Detroit
48152,MI,Michigan,Livonia,America/Detroit
48153,MI,Michigan,Livonia,America/Detroit
48154,MI,Michigan,Livonia,America/Detroit
48164,MI,Michigan,New Boston,America/Detroit
48167,MI,Michigan,Northville,America/Detroit
48168,MI,Michigan,Northville,America/Detroit
48170,MI,Michigan,Plymouth,America/New_York
48173,MI,Michigan,Rockwood,America/Detroit
48174,MI,Michigan,Romulus,America/Detroit
48180,MI,Michigan,Taylor,America/Detroit
48183,MI,Michigan,Trenton,America/Detroit
48184,MI,Michigan,Wayne,America/Detroit
48185,MI,Michigan,Westland,America/Detroit
48186,MI,Michigan,Westland,America/Detroit
48187,MI,Michigan,Canton,America/Detroit
48188,MI,Michigan,Canton,America/Detroit
48192,MI,Michigan,Wyandotte,America/Detroit
48193,MI,Michigan,Riverview,America/Detroit
48195,MI,Michigan,Southgate,America/Detroit
48201,MI,Michigan,Detroit,America/Detroit
48202,MI,Michigan,Detroit,America/Detroit
48203,MI,Michigan,Highland Park,America/Detroit
48204,MI,Michigan,Detroit,America/Detroit
48205,MI,Michigan,Detroit,America/Detroit
48206,MI,Michigan,Detroit,America/Detroit
48207,MI,Michigan,Detroit,America/Detroit
48208,MI,Michigan,Detroit,America/Detroit
48209,MI,Michigan,Detroit,America/Detroit
48210,MI,Michigan,Detroit,America/Detroit
48211,MI,Michigan,Detroit,America/Detroit
48212,MI,Michigan,Hamtramck,America/Detroit
48213,MI,Michigan,Detroit,America/Detroit
48214,MI,Michigan,Detroit,America/Detroit
48215,MI,Michigan,Detroit,America/Detroit
48216,MI,Michigan,Detroit,America/Detroit
48217,MI,Michigan,Detroit,America/Detroit
48218,MI,Michigan,River Rouge,America/Detroit
48219,MI,Michigan,Detroit,America/Detroit
48221,MI,Michigan,Detroit,America/Detroit
48222,MI,Michigan,Detroit,America/Detroit
48223,MI,Michigan,Detroit,America/Detroit
48224,MI,Michigan,Detroit,America/Detroit
48225,MI,Michigan,Harper Woods,America/Detroit
48226,MI,Michigan,Detroit,America/Detroit
48227,MI,Michigan,Detroit,America/Detroit
48228,MI,Michigan,Detroit,America/Detroit
48229,MI,Michigan,Ecorse,America/Detroit
48230,MI,Michigan,Grosse Pointe,America/Detroit
48231,MI,Michigan,Detroit,America/Detroit
48232,MI,Michigan,Detroit,America/Detroit
48233,MI,Michigan,Detroit,America/Detroit
48234,MI,Michigan,Detroit,America/Detroit
48235,MI,Michigan,Detroit,America/Detroit
48236,MI,Michigan,Grosse Pointe,America/Detroit
48238,MI,Michigan,Detroit,America/Detroit
48239,MI,Michigan,Redford,America/Detroit
48240,MI,Michigan,Redford,America/Detroit
48242,MI,Michigan,Detroit,America/Detroit
48243,MI,Michigan,Detroit,America/Detroit
48244,MI,Michigan,Detroit,America/Detroit
48254,MI,Michigan,Detroit,America/New_York
48255,MI,Michigan,Detroit,America/Detroit
48258,MI,Michigan,Detroit,America/New_York
48260,MI,Michigan,Detroit,America/Detroit
48264,MI,Michigan,Detroit,America/Detroit
48265,MI,Michigan,Detroit,America/Detroit
48266,MI,Michigan,Detroit,America/Detroit
48267,MI,Michigan,Detroit,America/Detroit
48268,MI,Michigan,Detroit,America/Detroit
48269,MI,Michigan,Detroit,America/Detroit
48272,MI,Michigan,Detroit,America/Detroit
48274,MI,Michigan,Detroit,America/New_York
48275,MI,Michigan,Detroit,America/Detroit
48277,MI,Michigan,Detroit,America/Detroit
48278,MI,Michigan,Detroit,America/Detroit
48279,MI,Michigan,Detroit,America/Detroit
48288,MI,Michigan,Detroit,America/Detroit
48295,MI,Michigan,Detroit,America/New_York
48297,MI,Michigan,Detroit,America/New_York
48299,MI,Michigan,Detroit,America/New_York
49601,MI,Michigan,Cadillac,America/Detroit
49618,MI,Michigan,Boon,America/Detroit
49620,MI,Michigan,Buckley,America/New_York
49638,MI,Michigan,Harrietta,America/New_York
49663,MI,Michigan,Manton,America/New_York
49668,MI,Michigan,Mesick,America/Detroit
55748,MN,Minnesota,Hill City,America/Chicago
55752,MN,Minnesota,Jacobson,America/Chicago
55760,MN,Minnesota,Mcgregor,America/Chicago
55785,MN,Minnesota,Swatara,America/Chicago
55787,MN,Minnesota,Tamarack,America/Chicago
56350,MN,Minnesota,Mc Grath,America/Chicago
56431,MN,Minnesota,Aitkin,America/Chicago
56469,MN,Minnesota,Palisade,America/Chicago
55005,MN,Minnesota,Bethel,America/Chicago
55011,MN,Minnesota,Cedar,America/Chicago
55014,MN,Minnesota,Circle Pines,America/Chicago
55070,MN,Minnesota,Saint Francis,America/Chicago
55303,MN,Minnesota,Anoka,America/Chicago
55304,MN,Minnesota,Andover,America/Chicago
55421,MN,Minnesota,Minneapolis,America/Chicago
55432,MN,Minnesota,Minneapolis,America/Chicago
55433,MN,Minnesota,Minneapolis,America/Chicago
55434,MN,Minnesota,Minneapolis,America/Chicago
55448,MN,Minnesota,Minneapolis,America/Chicago
55449,MN,Minnesota,Minneapolis,America/Chicago
56501,MN,Minnesota,Detroit Lakes,America/Chicago
56502,MN,Minnesota,Detroit Lakes,America/Chicago
56511,MN,Minnesota,Audubon,America/Chicago
56521,MN,Minnesota,Callaway,America/Chicago
56544,MN,Minnesota,Frazee,America/Chicago
56554,MN,Minnesota,Lake Park,America/Chicago
56569,MN,Minnesota,Ogema,America/Chicago
56570,MN,Minnesota,Osage,America/Chicago
56575,MN,Minnesota,Ponsford,America/Chicago
56577,MN,Minnesota,Richwood,America/Chicago
56578,MN,Minnesota,Rochert,America/Chicago
56591,MN,Minnesota,White Earth,America/Chicago
56593,MN,Minnesota,Wolf Lake,America/Chicago
56601,MN,Minnesota,Bemidji,America/Chicago
56619,MN,Minnesota,Bemidji,America/Chicago
56630,MN,Minnesota,Blackduck,America/Chicago
56647,MN,Minnesota,Hines,America/Chicago
56650,MN,Minnesota,Kelliher,America/Chicago
56663,MN,Minnesota,Pennington,America/Chicago
56666,MN,Minnesota,Ponemah,America/Chicago
56667,MN,Minnesota,Puposky,America/Chicago
56670,MN,Minnesota,Redby,America/Chicago
56671,MN,Minnesota,Redlake,America/Chicago
56674,MN,Minnesota,Saum,America/Chicago
56678,MN,Minnesota,Solway,America/Chicago
56683,MN,Minnesota,Tenstrike,America/Chicago
56685,MN,Minnesota,Waskish,America/Chicago
56687,MN,Minnesota,Wilton,America/Chicago
56329,MN,Minnesota,Foley,America/Chicago
56333,MN,Minnesota,Gilman,America/Chicago
56357,MN,Minnesota,Oak Park,America/Chicago
56367,MN,Minnesota,Rice,America/Chicago
56379,MN,Minnesota,Sauk Rapids,America/Chicago
56210,MN,Minnesota,Barry,America/Chicago
56211,MN,Minnesota,Beardsley,America/Chicago
56225,MN,Minnesota,Clinton,America/Chicago
56227,MN,Minnesota,Correll,America/Chicago
56240,MN,Minnesota,Graceville,America/Chicago
56250,MN,Minnesota,Johnson,America/Chicago
56276,MN,Minnesota,Odessa,America/Chicago
56278,MN,Minnesota,Ortonville,America/Chicago
56001,MN,Minnesota,Mankato,America/Chicago
56002,MN,Minnesota,Mankato,America/Chicago
56006,MN,Minnesota,Mankato,America/Chicago
56010,MN,Minnesota,Amboy,America/Chicago
56024,MN,Minnesota,Eagle Lake,America/Chicago
56034,MN,Minnesota,Garden City,America/Chicago
56037,MN,Minnesota,Good Thunder,America/Chicago
56055,MN,Minnesota,Lake Crystal,America/Chicago
56063,MN,Minnesota,Madison Lake,America/Chicago
56065,MN,Minnesota,Mapleton,America/Chicago
56078,MN,Minnesota,Pemberton,America/Chicago
56080,MN,Minnesota,Saint Clair,America/Chicago
56090,MN,Minnesota,Vernon Center,America/Chicago
56019,MN,Minnesota,Comfrey,America/Chicago
56030,MN,Minnesota,Essig,America/Chicago
56041,MN,Minnesota,Hanska,America/Chicago
56073,MN,Minnesota,New Ulm,America/Chicago
56084,MN,Minnesota,Searles,America/Chicago
56085,MN,Minnesota,Sleepy Eye,America/Chicago
56087,MN,Minnesota,Springfield,America/Chicago
56238,MN,Minnesota,Evan,America/Chicago
55707,MN,Minnesota,Barnum,America/Chicago
55718,MN,Minnesota,Carlton,America/Chicago
55720,MN,Minnesota,Cloquet,America/Chicago
55726,MN,Minnesota,Cromwell,America/Chicago
55733,MN,Minnesota,Esko,America/Chicago
55749,MN,Minnesota,Holyoke,America/Chicago
55757,MN,Minnesota,Kettle River,America/Chicago
55767,MN,Minnesota,Moose Lake,America/Chicago
55780,MN,Minnesota,Sawyer,America/Chicago
55797,MN,Minnesota,Wrenshall,America/Chicago
55798,MN,Minnesota,Wright,America/Chicago
55315,MN,Minnesota,Carver,America/Chicago
55317,MN,Minnesota,Chanhassen,America/Chicago
55318,MN,Minnesota,Chaska,America/Chicago
55322,MN,Minnesota,Cologne,America/Chicago
55339,MN,Minnesota,Hamburg,America/Chicago
55360,MN,Minnesota,Mayer,America/Chicago
55367,MN,Minnesota,New Germany,America/Chicago
55368,MN,Minnesota,Norwood,America/Chicago
55383,MN,Minnesota,Norwood,America/Chicago
55386,MN,Minnesota,Victoria,America/Chicago
55387,MN,Minnesota,Waconia,America/Chicago
55388,MN,Minnesota,Watertown,America/Chicago
55394,MN,Minnesota,Young America,America/Chicago
55397,MN,Minnesota,Young America,America/Chicago
55399,MN,Minnesota,Young America,America/Chicago
55473,MN,Minnesota,Minneapolis,America/Chicago
55550,MN,Minnesota,Young America,America/Chicago
55551,MN,Minnesota,Young America,America/Chicago
55552,MN,Minnesota,Young America,America/Chicago
55553,MN,Minnesota,Young America,America/Chicago
55554,MN,Minnesota,Norwood,America/Chicago
55555,MN,Minnesota,Young America,America/Chicago
55556,MN,Minnesota,Young America,America/Chicago
55557,MN,Minnesota,Young America,America/Chicago
55558,MN,Minnesota,Young America,America/Chicago
55559,MN,Minnesota,Young America,America/Chicago
55560,MN,Minnesota,Young America,America/Chicago
55561,MN,Minnesota,Monticello,America/Chicago
55562,MN,Minnesota,Young America,America/Chicago
55563,MN,Minnesota,Monticello,America/Chicago
55564,MN,Minnesota,Young America,America/Chicago
55566,MN,Minnesota,Young America,America/Chicago
55567,MN,Minnesota,Young America,America/Chicago
55568,MN,Minnesota,Young America,America/Chicago
55583,MN,Minnesota,Norwood,America/Chicago
55594,MN,Minnesota,Young America,America/Chicago
56430,MN,Minnesota,Ah Gwah Ching,America/Chicago
56435,MN,Minnesota,Backus,America/Chicago
56452,MN,Minnesota,Hackensack,America/Chicago
56473,MN,Minnesota,Pillager,America/Chicago
56474,MN,Minnesota,Pine River,America/Chicago
56484,MN,Minnesota,Walker,America/Chicago
56485,MN,Minnesota,Whipholt,America/Chicago
56626,MN,Minnesota,Bena,America/Chicago
56632,MN,Minnesota,Boy River,America/Chicago
56633,MN,Minnesota,Cass Lake,America/Chicago
56641,MN,Minnesota,Federal Dam,America/Chicago
56655,MN,Minnesota,Longville,America/Chicago
56662,MN,Minnesota,Outing,America/Chicago
56665,MN,Minnesota,Pitt,America/Chicago
56672,MN,Minnesota,Remer,America/Chicago
56222,MN,Minnesota,Clara City,America/Chicago
56260,MN,Minnesota,Maynard,America/Chicago
56262,MN,Minnesota,Milan,America/Chicago
56265,MN,Minnesota,Montevideo,America/Chicago
56295,MN,Minnesota,Watson,America/Chicago
55002,MN,Minnesota,Almelund,America/Chicago
55012,MN,Minnesota,Center City,America/Chicago
55013,MN,Minnesota,Chisago City,America/Chicago
55032,MN,Minnesota,Harris,America/Chicago
55045,MN,Minnesota,Lindstrom,America/Chicago
55056,MN,Minnesota,North Branch,America/Chicago
55069,MN,Minnesota,Rush City,America/Chicago
55074,MN,Minnesota,Shafer,America/Chicago
55078,MN,Minnesota,Stacy,America/Chicago
55079,MN,Minnesota,Stacy,America/Chicago
55084,MN,Minnesota,Taylors Falls,America/Chicago
55092,MN,Minnesota,Wyoming,America/Chicago
56513,MN,Minnesota,Baker,America/Chicago
56514,MN,Minnesota,Barnesville,America/Chicago
56525,MN,Minnesota,Comstock,America/Chicago
56529,MN,Minnesota,Dilworth,America/Chicago
56536,MN,Minnesota,Felton,America/Chicago
56546,MN,Minnesota,Georgetown,America/Chicago
56547,MN,Minnesota,Glyndon,America/Chicago
56549,MN,Minnesota,Hawley,America/Chicago
56552,MN,Minnesota,Hitterdal,America/Chicago
56560,MN,Minnesota,Moorhead,America/Chicago
56561,MN,Minnesota,Moorhead,America/Chicago
56562,MN,Minnesota,Moorhead,America/Chicago
56563,MN,Minnesota,Moorhead,America/Chicago
56580,MN,Minnesota,Sabin,America/Chicago
56585,MN,Minnesota,Ulen,America/Chicago
56460,MN,Minnesota,Lake Itasca,America/Chicago
56621,MN,Minnesota,Bagley,America/Chicago
56634,MN,Minnesota,Clearbrook,America/Chicago
56644,MN,Minnesota,Gonvick,America/Chicago
56652,MN,Minnesota,Leonard,America/Chicago
56676,MN,Minnesota,Shevlin,America/Chicago
55604,MN,Minnesota,Grand Marais,America/Chicago
55605,MN,Minnesota,Grand Portage,America/Chicago
55606,MN,Minnesota,Hovland,America/Chicago
55612,MN,Minnesota,Lutsen,America/Chicago
55613,MN,Minnesota,Schroeder,America/Chicago
55615,MN,Minnesota,Tofte,America/Chicago
56101,MN,Minnesota,Windom,America/Chicago
56118,MN,Minnesota,Bingham Lake,America/Chicago
56124,MN,Minnesota,Delft,America/Chicago
56145,MN,Minnesota,Jeffers,America/Chicago
56159,MN,Minnesota,Mountain Lake,America/Chicago
56174,MN,Minnesota,Storden,America/Chicago
56183,MN,Minnesota,Westbrook,America/Chicago
56401,MN,Minnesota,Brainerd,America/Chicago
56425,MN,Minnesota,Baxter,America/Chicago
56441,MN,Minnesota,Crosby,America/Chicago
56442,MN,Minnesota,Crosslake,America/Chicago
56444,MN,Minnesota,Deerwood,America/Chicago
56447,MN,Minnesota,Emily,America/Chicago
56448,MN,Minnesota,Fifty Lakes,America/Chicago
56449,MN,Minnesota,Fort Ripley,America/Chicago
56450,MN,Minnesota,Garrison,America/Chicago
56455,MN,Minnesota,Ironton,America/Chicago
56456,MN,Minnesota,Jenkins,America/Chicago
56459,MN,Minnesota,Lake Hubert,America/Chicago
56463,MN,Minnesota,Manhattan Beach,America/Chicago
56465,MN,Minnesota,Merrifield,America/Chicago
56468,MN,Minnesota,Nisswa,America/Chicago
56472,MN,Minnesota,Pequot Lakes,America/Chicago
55010,MN,Minnesota,Castle Rock,America/Chicago
55024,MN,Minnesota,Farmington,America/Chicago
55031,MN,Minnesota,Hampton,America/Chicago
55033,MN,Minnesota,Hastings,America/Chicago
55044,MN,Minnesota,Lakeville,America/Chicago
55065,MN,Minnesota,Randolph,America/Chicago
55068,MN,Minnesota,Rosemount,America/Chicago
55075,MN,Minnesota,South Saint Paul,America/Chicago
55076,MN,Minnesota,Inver Grove Heights,America/Chicago
55077,MN,Minnesota,Inver Grove Heights,America/Chicago
55085,MN,Minnesota,Vermillion,America/Chicago
55118,MN,Minnesota,Saint Paul,America/Chicago
55120,MN,Minnesota,Saint Paul,America/Chicago
55121,MN,Minnesota,Saint Paul,America/Chicago
55122,MN,Minnesota,Saint Paul,America/Chicago
55123,MN,Minnesota,Saint Paul,America/Chicago
55124,MN,Minnesota,Saint Paul,America/Chicago
55150,MN,Minnesota,Mendota,America/Chicago
55306,MN,Minnesota,Burnsville,America/Chicago
55337,MN,Minnesota,Burnsville,America/Chicago
55924,MN,Minnesota,Claremont,America/Chicago
55927,MN,Minnesota,Dodge Center,America/Chicago
55940,MN,Minnesota,Hayfield,America/Chicago
55944,MN,Minnesota,Kasson,America/Chicago
55955,MN,Minnesota,Mantorville,America/Chicago
55985,MN,Minnesota,West Concord,America/Chicago
56308,MN,Minnesota,Alexandria,America/Chicago
56315,MN,Minnesota,Brandon,America/Chicago
56319,MN,Minnesota,Carlos,America/Chicago
56326,MN,Minnesota,Evansville,America/Chicago
56332,MN,Minnesota,Garfield,America/Chicago
56341,MN,Minnesota,Holmes City,America/Chicago
56343,MN,Minnesota,Kensington,America/Chicago
56354,MN,Minnesota,Miltona,America/Chicago
56355,MN,Minnesota,Nelson,America/Chicago
56360,MN,Minnesota,Osakis,America/Chicago
56013,MN,Minnesota,Blue Earth,America/Chicago
56014,MN,Minnesota,Bricelyn,America/Chicago
56023,MN,Minnesota,Delavan,America/Chicago
56025,MN,Minnesota,Easton,America/Chicago
56027,MN,Minnesota,Elmore,America/Chicago
56033,MN,Minnesota,Frost,America/Chicago
56047,MN,Minnesota,Huntley,America/Chicago
56051,MN,Minnesota,Kiester,America/Chicago
56068,MN,Minnesota,Minnesota Lake,America/Chicago
56092,MN,Minnesota,Walters,America/Chicago
56097,MN,Minnesota,Wells,America/Chicago
56098,MN,Minnesota,Winnebago,America/Chicago
55922,MN,Minnesota,Canton,America/Chicago
55923,MN,Minnesota,Chatfield,America/Chicago
55935,MN,Minnesota,Fountain,America/Chicago
55937,MN,Minnesota,Granger,America/Chicago
55939,MN,Minnesota,Harmony,America/Chicago
55949,MN,Minnesota,Lanesboro,America/Chicago
55954,MN,Minnesota,Mabel,America/Chicago
55961,MN,Minnesota,Ostrander,America/Chicago
55962,MN,Minnesota,Peterson,America/Chicago
55965,MN,Minnesota,Preston,America/Chicago
55971,MN,Minnesota,Rushford,America/Chicago
55975,MN,Minnesota,Spring Valley,America/Chicago
55990,MN,Minnesota,Wykoff,America/Chicago
56007,MN,Minnesota,Albert Lea,America/Chicago
56009,MN,Minnesota,Alden,America/Chicago
56016,MN,Minnesota,Clarks Grove,America/Chicago
56020,MN,Minnesota,Conger,America/Chicago
56029,MN,Minnesota,Emmons,America/Chicago
56032,MN,Minnesota,Freeborn,America/Chicago
56035,MN,Minnesota,Geneva,America/Chicago
56036,MN,Minnesota,Glenville,America/Chicago
56042,MN,Minnesota,Hartland,America/Chicago
56043,MN,Minnesota,Hayward,America/Chicago
56045,MN,Minnesota,Hollandale,America/Chicago
56064,MN,Minnesota,Manchester,America/Chicago
56070,MN,Minnesota,Myrtle,America/Chicago
56076,MN,Minnesota,Oakland,America/Chicago
56089,MN,Minnesota,Twin Lakes,America/Chicago
55009,MN,Minnesota,Cannon Falls,America/Chicago
55018,MN,Minnesota,Dennison,America/Chicago
55026,MN,Minnesota,Frontenac,America/Chicago
55027,MN,Minnesota,Goodhue,America/Chicago
55066,MN,Minnesota,Red Wing,America/Chicago
55089,MN,Minnesota,Welch,America/Chicago
55946,MN,Minnesota,Kenyon,America/Chicago
55963,MN,Minnesota,Pine Island,America/Chicago
55983,MN,Minnesota,Wanamingo,America/Chicago
55992,MN,Minnesota,Zumbrota,America/Chicago
56248,MN,Minnesota,Herman,America/Chicago
56274,MN,Minnesota,Norcross,America/Chicago
56309,MN,Minnesota,Ashby,America/Chicago
56311,MN,Minnesota,Barrett,America/Chicago
56339,MN,Minnesota,Hoffman,America/Chicago
56531,MN,Minnesota,Elbow Lake,America/Chicago
56590,MN,Minnesota,Wendell,America/Chicago
55111,MN,Minnesota,Saint Paul,America/Chicago
55305,MN,Minnesota,Hopkins,America/Chicago
55311,MN,Minnesota,Osseo,America/Chicago
55316,MN,Minnesota,Champlin,America/Chicago
55323,MN,Minnesota,Crystal Bay,America/Chicago
55327,MN,Minnesota,Dayton,America/Chicago
55331,MN,Minnesota,Excelsior,America/Chicago
55340,MN,Minnesota,Hamel,America/Chicago
55343,MN,Minnesota,Hopkins,America/Chicago
55344,MN,Minnesota,Eden Prairie,America/Chicago
55345,MN,Minnesota,Minnetonka,America/Chicago
55346,MN,Minnesota,Eden Prairie,America/Chicago
55347,MN,Minnesota,Eden Prairie,America/Chicago
55348,MN,Minnesota,Maple Plain,America/Chicago
55356,MN,Minnesota,Long Lake,America/Chicago
55357,MN,Minnesota,Loretto,America/Chicago
55359,MN,Minnesota,Maple Plain,America/Chicago
55361,MN,Minnesota,Minnetonka Beach,America/Chicago
55364,MN,Minnesota,Mound,America/Chicago
55369,MN,Minnesota,Osseo,America/Chicago
55374,MN,Minnesota,Rogers,America/Chicago
55375,MN,Minnesota,Saint Bonifacius,America/Chicago
55384,MN,Minnesota,Spring Park,America/Chicago
55391,MN,Minnesota,Wayzata,America/Chicago
